date;firstname;middlename;lastname;city;country
1995-09-19;Edith;Ailany;Fancie;Bridgetown;Finland
1995-01-18;Ira;Eliana;Erskine;Angra do Heroísmo;Grenada
1993-02-07;Johna;Hayden;Isacco;Sri Jayawardenapura-Kotte;Egypt
1987-12-26;Maisey;Remi;Stelle;Port Louis;Yemen
1998-01-21;Lusa;Rylee;Ophelia;Omdurman;Mayotte
1990-10-29;Meghann;Maeve;Tacye;Strasbourg;Slovenia
1990-11-25;Johna;Aria;Wattenberg;Columbus;Papua New Guinea
1987-08-11;Mariann;Malia;Ogren;Manama;Wallis and Futuna
1999-01-31;Tonia;Hayden;Fleeta;Milan;Falkland Islands (Malvinas)
1986-06-22;Kate;Aurelia;Lattie;Dili;Serbia and Montenegro
1998-11-09;Nariko;Malia;Read;Santa Cruz de la Sierra;Cyprus
1990-06-26;Ekaterina;Miley;Fleeta;Barranquilla;AndorrA
1995-07-06;Norine;Maeve;Carri;Alexandria;Åland Islands
1998-10-28;Melanie;Miley;Means;Lyon;Bolivia
1985-06-14;Emmey;Alitzel;Strephon;Kandy;Congo, The Democratic Republic of the
1985-12-31;Feliza;Aylani;Fry;Denpasar;United Kingdom
1993-01-18;Jemie;Ivey;Calhoun;Chicago;Kyrgyzstan
1997-01-29;Alexine;Tallulah;Prober;Malang;Burkina Faso
1993-10-07;Phylis;Eliana;Teddman;Jayapura;Latvia
1990-05-09;Dawn;Amara;Wolfgram;Panama City;Brazil
1996-03-29;Jerry;Arabella;Garrison;São Paulo;Senegal
1999-05-26;Tybie;Lyla;Cavan;Padang;San Marino
1986-08-31;Kial;Hayden;Love;Oklahoma City;Mauritius
1993-12-25;Melanie;Aylani;Eiser;Budapest;British Indian Ocean Territory
1996-09-17;Zsa Zsa;Aleyna;Iaverne;Johor Bahru;Anguilla
1996-01-29;Lila;Amara;Tryck;Oklahoma City;Finland
1992-04-09;Lonnie;Tallulah;Ammann;Greenwich;Gabon
1992-05-10;Linet;Reese;Sophronia;Nanning;Ghana
1995-01-28;Gusella;Ivey;Codding;Adak;Jersey
1991-05-04;Elfreda;Imogen;McLaughlin;Porto Alegre;Spain
1995-11-13;Deane;Remi;Joeann;Malang;Trinidad and Tobago
1989-08-18;Charmaine;Clara;Gert;Whitehorse;Viet Nam
1986-02-04;Tybie;Eliana;Francyne;Bogotá;Uganda
1998-05-20;Ulrike;Arabella;Wallis;Gangtok;Jersey
1989-01-21;Renie;Arely;Kenney;Whitehorse;Saint Lucia
1986-03-12;Etta;Adhara;Linskey;Shenyang;Madagascar
1987-02-23;Tarra;Blessing;Francene;Honiara;Seychelles
1995-03-31;Raf;Inaya;Huggins;Dunedin;Brunei Darussalam
1995-12-16;Anallese;Lyla;Thilda;Tianjin;Gabon
1996-06-25;Kirbee;Millie;Naashom;Tunis;Paraguay
1990-03-01;Jaime;Alitzel;Poll;Tirana;Gibraltar
1996-03-21;Doro;Emryn;McCutcheon;Mendoza;Eritrea
1991-09-20;Ada;Noelle;Hewitt;Bangui;Bhutan
1988-10-26;Gilda;Eliana;Cookie;Nouméa;Honduras
1993-11-06;Daphne;Maeve;Maiah;Dallas;Serbia and Montenegro
1985-11-16;Ada;Parker;Cosenza;Kabul;Marshall Islands
1999-05-31;Mignon;Andie;Maroney;Lhasa;Montserrat
1990-10-31;Brianna;Arabella;Delacourt;Nuuk;Mongolia
1986-10-25;Gavrielle;Ailany;Vittoria;Kandy;Ireland
1992-03-02;Ann-Marie;Elowyn;Sibyls;Punta Arenas;Senegal
1986-08-25;Claresta;Aleyna;Buckler;Monaco;Zambia
1986-11-09;Karlee;Kai;Rustice;Jeddah;Mauritania
1991-02-15;Wileen;Avani;Johanna;Adana;Slovakia
1993-04-01;Lynea;Ophelia;Truc;Zürich;Swaziland
1994-08-12;Aaren;Arely;Olnee;Sitka;Oman
1988-02-03;Jobi;Arely;Cadmar;Port Hedland;Argentina
1990-03-14;Riannon;Kaeli;Ade;Castries;Mayotte
1996-02-16;Jemie;Azari;Carolin;Newcastle;Paraguay
1990-07-26;Arlena;Zaya;Arathorn;Pretoria;Lithuania
1989-08-16;Linet;Halo;Elisha;Louisville;Hungary
1993-12-07;Sharlene;Rylee;Niccolo;Boston;Sao Tome and Principe
1995-01-07;Rosabelle;Hayden;Revkah;Santa Cruz de Tenerife;Ecuador
1987-12-14;Lorne;Eliana;Greenwald;Blantyre;Azerbaijan
1990-12-08;Noelle;Zaya;Kazimir;Naples;Jersey
1988-04-06;Charlena;Eliana;Schroth;Ndola;Angola
1992-02-13;Dorice;Aurelia;Milde;Kota Kinabalu;Saint Lucia
1989-05-20;Georgetta;Scottie;Fontana;Adelaide;Oman
1995-11-21;Elsie;River;Morehouse;Konya;Argentina
1989-04-22;Consuela;Miller;Hathaway;Port Moresby;Burkina Faso
1988-06-02;Vita;Tallulah;Frodi;Yokohama;Lithuania
1999-03-28;Keelia;Reese;Faust;Shillong;Venezuela
1997-08-26;Ottilie;Rose;Wareing;Saipan;Burundi
1986-01-26;Raina;Alitzel;Hartnett;Saint-Denis;Samoa
1993-04-13;Christy;Malia;Baudin;Charlotte;Reunion
1996-10-10;Mariele;Halo;Roche;Riyadh;Syrian Arab Republic
1992-03-05;Joceline;Arely;Lanita;Newcastle;Estonia
1989-04-11;Tiffie;Inaya;Pyle;Iqaluit;China
1995-10-14;Jacquetta;Rose;Kylander;Ponta Delgada;Togo
1986-12-22;Bibby;Malia;Levey;Port Moresby;Saint Pierre and Miquelon
1986-06-27;Leontine;Rowan;Lane;Nukuʻalofa;Togo
1999-10-09;Paola;Maisy;Elephus;Antananarivo;Kuwait
1985-06-28;Lizzie;Aleyna;Love;Liverpool;Namibia
1985-11-13;Anthia;Rylee;Hull;Casablanca;Belarus
1993-05-15;Marti;Adhara;Brenn;Jerusalem;Antarctica
1987-09-09;Rori;Maeve;Fabiola;Qingdao;New Caledonia
1992-07-04;Zaria;Adhara;Pernick;Jayapura;Heard Island and Mcdonald Islands
1996-05-01;Anestassia;Kya;Prouty;Kuala Lumpur;Guadeloupe
1999-07-08;Gianina;Halo;Malanie;Kathmandu;Nigeria
1986-03-07;Robbi;Daphne;Dowski;Mamoudzou;Anguilla
1985-10-07;Arabel;Clara;Korey;Yamoussoukro;Cuba
1998-06-26;Shaylyn;Rylee;Danby;Mandurah;Morocco
1986-10-28;Brianna;Rylee;Lauraine;Durban;Jersey
1987-02-15;Sidoney;Alitzel;Nerita;Hamilton;Antarctica
1986-11-17;Alex;Kaeli;Kinnard;Vilnius;Latvia
1987-12-18;Hannis;Malia;Bobbee;Gibraltar;Saudi Arabia
1995-04-04;Ginnie;Ophelia;Fillbert;Lima;Central African Republic
1998-02-05;Dacia;Blessing;Claudine;Málaga;Eritrea
1992-01-10;Silvana;Scottie;Allys;Luxor;Nicaragua
1987-01-22;Carolina;Eliana;Bergman;Thiès;Saint Pierre and Miquelon
1995-02-07;Rozele;Amara;Stuart;Cape Town;Morocco
1997-02-13;Sallie;Imogen;Koziara;Cork (city);Fiji
1985-12-06;Doralynne;Arabella;Kevon;Port Moresby;Zimbabwe
1997-08-08;Violet;Dania;Krystle;Belfast;"Lao People""S Democratic Republic"
1985-06-09;Grier;Parker;Bluh;Dublin;Belarus
1990-04-06;Briney;Avani;Armanda;Jamestown;Congo, The Democratic Republic of the
1999-10-19;Margette;Avani;LaRue;Munich;Liechtenstein
1993-09-04;Leia;Ainara;Wandie;Bissau;American Samoa
1990-07-21;Annora;Arely;Dyche;Sukhumi;Macedonia, The Former Yugoslav Republic of
1992-02-01;Lisette;Halo;Trey;Lucknow;Tokelau
1997-03-06;Cyndie;Aylani;Hortensia;Miami;Pitcairn
1985-11-22;Nollie;Ophelia;Ochs;Zürich;Estonia
1995-04-18;Charlena;Maeve;Mozelle;Puerto Williams;Panama
1990-10-22;Daphne;Rylee;Helfand;Brisbane;Martinique
1986-03-15;Winifred;Millie;Nicoline;Ottawa;Georgia
1989-01-19;Hettie;Rose;Lynn;Almaty;RWANDA
1987-01-17;Susan;Aleyna;Roumell;Kuching;Philippines
1995-12-26;Benita;Ivey;Rogerio;Chongjin;Guadeloupe
1991-12-30;Dolli;Malia;Jacinda;Jersey City;Dominican Republic
1989-03-22;Gratia;Emryn;Joeann;Quebec City;Bermuda
1991-06-30;Coral;Aylani;Alarise;Yaren District;Denmark
1994-10-04;Allyce;Lyla;Cottle;Lisbon;China
1996-11-30;Bobbi;Blessing;Marsden;Ludhiana;Slovenia
1999-04-14;Bill;Aurelia;Gale;Xi'an;Hong Kong
1988-02-06;Paulita;Adhara;Toor;Simferopol;Belize
1996-04-05;Merle;Remi;Center;Guadalajara;Uruguay
1993-07-16;Taffy;Imogen;Sperling;Mwanza;Greece
1990-03-23;Jeanna;Azari;Gilbertson;Gibraltar;Liechtenstein
1991-12-12;Nickie;Miley;Ursulette;Brazzaville;Martinique
1997-02-15;Elora;Halo;Erich;Port Louis;Morocco
1992-01-24;Corene;Arely;Thunell;Odessa;Haiti
1988-01-21;Allyce;Lakelynn;Ackerley;Tijuana;Peru
1992-09-22;Meriel;Millie;Selway;Tel Aviv;Korea, Republic of
1993-11-28;Barbi;Ivey;Allare;Louisville;Nicaragua
1985-02-26;Randa;Dania;Meter;Los Angeles;Nicaragua
1995-01-07;Ardys;Aylani;Parsaye;Quetzaltenango;Poland
1996-06-06;Natka;Arabella;Maurine;Accra;Angola
1995-07-13;Gratia;Rose;Ummersen;Banda Aceh;Costa Rica
1985-10-05;Margette;Parker;Oneida;Vatican City;Congo
1991-04-29;Emma;Hayden;Bashemeth;Adana;Montserrat
1991-05-07;Felice;Maisy;Whittaker;Medina;Philippines
1998-05-27;Bill;Aurelia;Saree;Osaka;Lesotho
1997-03-03;Pollyanna;Rylee;Delila;Cardiff;Iran, Islamic Republic Of
1994-01-07;Susette;Daphne;Stephie;Yellowknife;Gabon
1993-12-31;Michaelina;Clara;Norrie;Dongguan;RWANDA
1992-01-25;Violet;Adhara;Denis;Surat;Timor-Leste
1990-01-30;Chickie;Malia;Berl;Road Town;Bulgaria
1997-02-20;Moyna;Gianna;Jobi;Changchun;Pakistan
1986-02-11;Drucie;Imogen;Elvyn;Valencia;Swaziland
1988-10-19;Dale;Zaya;Charity;Chaguanas;Iraq
1999-06-25;Chastity;Parker;Saree;Maceió;Uruguay
1987-04-26;Ulrike;Rose;Eiser;St. John's;Solomon Islands
1993-06-12;Barbi;Miller;Aurelio;Jerusalem;Senegal
1998-01-19;Laure;Inaya;Schenck;Hanga Roa;Reunion
1987-07-30;Sheree;Kai;Woodberry;Thessaloniki;Bouvet Island
1985-07-28;Jolyn;Aleyna;Lissi;La Serena;Northern Mariana Islands
1985-03-17;Pierette;Lyla;McLaughlin;Budapest;Pakistan
1991-04-19;Viki;Rylee;Merna;Omsk;Taiwan, Province of China
1993-12-17;Britni;Kya;Leifeste;Quetzaltenango;Saint Vincent and the Grenadines
1985-09-19;Heddie;Rylee;Jotham;Hat Yai;Switzerland
1985-06-20;Angelique;Tallulah;Maiah;Santiago de Cuba;Saudi Arabia
1992-04-13;Fina;Clara;Laverne;Basse-Terre;Macao
1999-03-15;Theodora;Miller;Reinke;Charlotte Amalie;Norfolk Island
1992-12-27;Nerta;Maeve;Creamer;Multan;Slovakia
1994-05-24;Lanna;Arabella;Helfand;Bogotá;Japan
1986-12-08;Xylina;Inaya;Hull;Kharkiv;Liberia
1988-06-05;Marylou;Ainara;Rossner;Arequipa;South Africa
1999-08-15;Phylis;Adhara;Johanna;Cannes;Egypt
1991-03-03;Drucie;Miley;Hathaway;Paris;Antarctica
1991-10-16;Jeanna;Elowyn;Kevon;Jacksonville;Nicaragua
1996-05-20;Marita;Arely;Ries;Pyongyang;Luxembourg
1998-02-15;Audrie;Remi;Sothena;Bern;Zambia
1987-03-19;Dorene;Aleyna;Payson;Dongguan;Cameroon
1998-05-19;Katleen;Rowan;Fink;Francistown;Liechtenstein
1998-02-09;Reeba;Rowan;Dichy;Newcastle;Wallis and Futuna
1991-06-04;Lynea;Remi;Wattenberg;Tabriz;Netherlands Antilles
1985-09-26;Rani;Lyla;Nickola;Brussels;Brunei Darussalam
1998-05-28;Nonnah;Remi;Pacorro;Chihuahua;Northern Mariana Islands
1998-05-07;Tressa;Scottie;Bari;San Antonio;Canada
1986-04-06;Dale;Blessing;Tjon;Quetzaltenango;Greenland
1994-06-03;Amii;Clara;Ciro;Mashhad;Switzerland
1987-11-21;Jan;Malia;Bebe;Wichita;Montserrat
1997-03-01;Paule;Arabella;Couture;Cotonou;French Southern Territories
1990-05-06;Joleen;Emryn;Tayib;Konya;Turkey
1989-06-13;Britte;Clara;Donell;Bloemfontein;Argentina
1990-08-23;Tressa;Rose;Cadmar;New Delhi;Guernsey
1999-11-23;Eolanda;Eliana;Robertson;Cotonou;Moldova, Republic of
1990-05-16;Dorthy;Adhara;Zitvaa;Santa Cruz de Tenerife;Bahrain
1988-12-30;Elyssa;Ivey;Irmine;Omdurman;Iceland
1994-12-09;Claresta;Inaya;Brotherson;Malé;Zimbabwe
1989-04-11;Theodora;Elowyn;Even;Pyongyang;Eritrea
1988-02-03;Juliane;Parker;Darbie;Porto-Novo;Serbia and Montenegro
1988-01-29;Chrystel;Gianna;Curren;Djibouti (city);Morocco
1985-10-16;Mallory;Rylee;Cynar;Libreville;American Samoa
1989-01-07;Mary;Adhara;Hartnett;Chiang Mai;Djibouti
1991-07-09;Isa;Kaeli;Papageno;Avarua;Guernsey
1999-06-30;Bernie;Andie;Maribeth;Kyoto;Germany
1992-07-07;Sherrie;Aurelia;Sandye;Nairobi;Fiji
1996-06-16;Ofilia;Miley;Mehalek;Minneapolis;New Zealand
1988-12-10;Jenda;Alitzel;Dex;Las Vegas;Bangladesh
1994-09-13;Keelia;Ainara;Felecia;Iloilo City;Venezuela
1996-07-03;Fredericka;Rylee;Joeann;Nicosia;Saudi Arabia
1986-07-13;Marinna;Rose;Annice;Da Nang;United States Minor Outlying Islands
1989-06-01;Cacilie;Aria;Peonir;Basse-Terre;Barbados
1986-03-03;Atlanta;Emryn;Magnolia;San Carlos de Bariloche;Guatemala
1991-02-24;Abbie;Emryn;Bakerman;St. Louis;Zambia
1998-03-31;Babita;Clara;Mozelle;Labasa;Honduras
1990-10-08;Ellette;Arely;Rustice;Belmopan;Western Sahara
1988-04-06;Lily;Remi;Garlinda;Lahore;Malaysia
1992-12-14;Morganica;Maeve;Bakerman;Ibadan;Norway
1987-03-27;Tarra;Kai;Genna;Ludhiana;Mauritius
1995-11-06;Maud;Dania;Gerge;Pristina;Sri Lanka
1996-11-22;Elvira;Dania;Carleen;Durban;Malta
1987-01-05;Tybie;Inaya;Bach;Wollongong;Tanzania, United Republic of
1991-07-22;Vonny;Alitzel;Herrera;Glasgow;Liberia
1989-08-01;Hallie;Andie;Ariella;Malabo;Greenland
1985-06-02;Addia;Rowan;Plato;Toronto;Martinique
1986-07-08;Janeczka;Elowyn;Reneta;Rabi Island;Brunei Darussalam
1991-10-05;Aubrie;Inaya;Macey;Ahmedabad;Cuba
1996-05-20;Eolanda;Halo;Reneta;Jamestown;Oman
1988-02-28;Sean;Maisy;Elsinore;Zapopan;Cameroon
1995-01-22;Gilligan;Aylani;Santoro;Baku;Haiti
1992-06-12;Tami;Remi;Bakerman;Palikir;Seychelles
1995-06-12;Marika;Miley;Stevy;Islamabad;Turks and Caicos Islands
1999-12-31;Linet;Noelle;Slifka;Guatemala City;Venezuela
1997-06-12;Kary;Kya;Baptlsta;Alor Star;Armenia
1995-09-07;Amii;Ailany;Noam;Palma;Kazakhstan
1999-11-12;Tilly;Gianna;Alva;Adak;Bulgaria
1991-01-27;Justinn;Daphne;Shaddock;Sitka;Cambodia
1995-05-14;Merle;Dania;Cath;İzmir;Moldova, Republic of
1995-05-16;Arabel;Avani;Cleo;Nagoya;Brazil
1998-01-07;Raf;Gianna;Mata;Shenzhen;Tajikistan
1997-10-05;Elka;Adhara;Zrike;Vienna;Zambia
1993-05-07;Ricky;Dania;Mullane;Cockburn Town;Chile
1985-11-24;Marita;Eliana;Haldas;Madrid;Iran, Islamic Republic Of
1985-10-28;Fidelia;Amara;Standing;Pretoria;French Guiana
1987-08-28;Hallie;Kaeli;Tybald;Wellington;Lebanon
1998-06-27;Gretal;River;Neva;Daegu;Djibouti
1987-01-28;Constance;Zaya;Sadowski;Boston;Cameroon
1987-02-16;Robinia;Malia;Celestine;Aarhus;Poland
1992-10-17;Karlee;Rowan;Nea;Tórshavn;Virgin Islands, U.S.
1998-03-28;Molli;Aleyna;Publia;Abuja;Ukraine
1987-06-04;Tonia;Alitzel;Ciro;Kolkata;New Caledonia
1985-06-14;Claresta;Alitzel;Karl;Mamoudzou;Ecuador
1995-08-29;Mallory;Remi;Pauly;Damascus;Egypt
1988-05-11;Barbara;Kya;Gaspard;Belize City;Australia
1986-10-30;Helena;Andie;Grosz;Jerusalem;India
1995-07-04;Kaia;Blessing;Plato;Luanda;Paraguay
1985-11-05;Edith;Eliana;Zetta;Cusco;Guam
1986-02-21;Oralee;Maisy;Lowry;Adelaide;Nicaragua
1994-02-14;Cristine;Clara;Wandie;Mersin;Canada
1997-01-17;Beatriz;Arabella;Bigner;Toulouse;Haiti
1987-11-29;Gabi;Maeve;Kirbee;Macau;Monaco
1996-10-15;Gabriellia;Rose;Rolf;Gaborone;Djibouti
1985-07-20;Max;Dania;Rozanna;Freetown;Belgium
1988-07-07;Regina;Tallulah;Artie;Zanzibar City;Bulgaria
1988-12-09;Selma;Kaeli;Fitzsimmons;Helsinki;Åland Islands
1996-04-23;Concettina;Avani;Yuille;Turin;Togo
1986-07-29;Luci;Kya;Sandye;Hyderabad;AndorrA
1996-04-21;Merci;Arely;Artie;Hai Phong;Guernsey
1998-11-23;Ethel;Ophelia;Thomasina;Yakutsk;Virgin Islands, U.S.
1988-04-08;Adelle;Parker;Sholley;Maracaibo;Latvia
1989-10-01;Hollie;Miley;Remmer;Cockburn Town;Guernsey
1986-01-02;Chrystel;Ophelia;Esmaria;Makassar;Marshall Islands
1990-07-02;Aurore;Scottie;Syd;Serekunda;Congo
1990-08-03;Brietta;Lakelynn;Sibyls;Kota Kinabalu;Senegal
1986-12-27;Ezmeralda;Elowyn;Engdahl;Mwanza;Lebanon
1985-09-25;Pierette;Maisy;Marijo;San Fernando;Anguilla
1997-09-01;Anthia;Eliana;Baptlsta;Cannes;Cook Islands
1985-07-28;Krystle;Arabella;Secrest;Murmansk;Solomon Islands
1999-12-14;Ileana;Halo;Irmine;Jamestown;Cuba
1992-10-14;Tera;Lyla;Nea;Petropavlovsk-Kamchatsky;Cuba
1989-05-31;Gianina;Ophelia;Autrey;Honolulu;Jordan
1998-03-30;Petronia;Imogen;Rona;Bridgetown;Croatia
1994-10-25;Rosene;Miley;Cleavland;Batticaloa;Malta
1995-02-21;Maisey;Scottie;Birdella;Salzburg;Congo, The Democratic Republic of the
1992-08-18;Barbi;Daphne;Atonsah;Aberdeen;Faroe Islands
1988-08-20;Anestassia;Halo;Korey;Minsk;China
1990-12-19;Starla;Amara;Lacombe;San José;Burkina Faso
1993-02-08;Tori;Aurelia;Ursulette;Whitehorse;Malta
1994-05-07;Dotty;Ophelia;Seagraves;Funafuti;Antarctica
1996-05-24;Bernie;Andie;Bari;Palikir;Papua New Guinea
1987-01-31;Marline;Aria;Matthew;South Tarawa;Algeria
1998-08-18;Alia;Imogen;Iiette;Barranquilla;Gabon
1991-12-03;Kathy;Aria;Mathilde;Sarajevo;Romania
1995-08-25;Ariela;Avani;Burkle;Ibadan;Saudi Arabia
1996-09-26;Dari;Tallulah;Tillford;Brasília;Singapore
1990-12-10;Minne;Avani;Burch;Brazzaville;Libyan Arab Jamahiriya
1990-05-25;Nanete;Lyla;Adore;Ludhiana;Madagascar
1985-11-03;Kellen;Aurelia;Tamar;Atlanta;Solomon Islands
1993-06-30;Kamilah;Miller;Jarib;Monrovia;Uruguay
1994-08-01;Lily;Kaeli;Vanni;Harbin;Lithuania
1995-04-03;Berta;Aylani;Fax;Zamboanga City;Jordan
1989-09-01;Bibby;Zaya;Tryck;Recife;Reunion
1995-05-02;Constance;Alitzel;Norvol;San Diego;Tanzania, United Republic of
1987-03-24;Olivette;Elowyn;Brunell;Port-au-Prince;Sierra Leone
1987-08-23;Nollie;Ivey;Poll;Longyearbyen;Belize
1990-05-05;Bernie;Reese;Brodench;Magadan;Belgium
1988-03-16;Elbertina;Ivey;Therine;Sukhumi;Bahrain
1994-09-02;Kara-Lynn;Ophelia;Daniele;Greenwich;Svalbard and Jan Mayen
1988-03-29;Marline;Adhara;Lilybelle;Tbilisi;"Lao People""S Democratic Republic"
1996-11-16;Elie;Inaya;Briney;Bogor;Northern Mariana Islands
1989-09-24;Rhea;Halo;Barbey;Yerevan;Belize
1999-02-27;Evita;Maeve;Latini;Kharkiv;Morocco
1992-10-27;Sam;Aurelia;Annabella;Sofia;Congo
1985-01-25;Cathie;Elowyn;Brady;Vancouver;United States
1986-05-20;Merrie;Blessing;Radu;New Orleans;Kyrgyzstan
1990-12-19;Gwyneth;Daphne;Billye;Vatican City;RWANDA
1992-04-25;Eve;Azari;Merna;Espoo;Liberia
1991-02-08;Jennica;Remi;Olin;Nukulaelae;Cook Islands
1998-09-08;Benita;Ophelia;Sacken;Taiyuan;Turks and Caicos Islands
1985-02-27;Kalina;Miller;Gualtiero;Rochester;Thailand
1991-09-26;Lila;Daphne;Carey;Port Blair;Morocco
1991-10-28;Adore;Blessing;Desai;Shanghai;Tuvalu
1998-06-28;Philis;Aurelia;Celestine;Santiago de Cuba;Kenya
1992-11-07;Damaris;Kai;Kress;St. John's;Saint Vincent and the Grenadines
1988-10-07;Shaine;Rylee;Vorster;Graz;United States Minor Outlying Islands
1986-02-04;Esmeralda;Aylani;Kermit;Pattaya;Antarctica
1987-03-29;Sallie;Aylani;Tippets;St. Louis;Bermuda
1988-08-01;Aurelie;Andie;Linskey;Ponta Delgada;South Africa
1985-07-19;Sybille;Halo;Tjon;Prague;Georgia
1987-12-19;Emma;Arabella;Lauraine;Aarhus;Bahrain
1993-08-29;Sara-Ann;Amara;Doig;Fort-de-France;Burundi
1986-10-27;Minne;River;Muriel;Johannesburg;Panama
1987-02-06;Concettina;Maisy;Gabrielli;Port of Spain;El Salvador
1995-04-27;Annabela;Eliana;Noelyn;São Paulo;Poland
1993-12-14;Kathy;Rylee;Magdalen;Angra do Heroísmo;Bahamas
1994-08-10;Jaclyn;Hayden;Ardeha;Columbus;Hungary
1990-05-04;Rani;Zaya;Germann;Pittsburgh;Guadeloupe
1991-02-28;Fawne;Dania;Blase;Karachi;Guernsey
1997-08-13;Raquela;Emryn;Adalbert;Mbabane;Ecuador
1985-05-02;Evaleen;Parker;Merriott;Bangui;Palau
1998-07-11;Averyl;Arabella;Luhe;Tunis;Falkland Islands (Malvinas)
1996-05-17;Dari;Rylee;Gombach;Panama City;Ireland
1994-12-03;Dulce;Ailany;Ammann;Xi'an;Spain
1991-08-27;Paulita;Lyla;Brady;Palma;Macao
1995-09-22;Calla;Kai;Mitzi;Lhasa;Yemen
1994-03-12;Aigneis;Scottie;Elephus;Cape Town;Mali
1989-03-25;Carly;Imogen;Delp;Gothenburg;Slovenia
1998-07-11;Rosanne;Zaya;Delp;Macapá;Trinidad and Tobago
1987-09-16;Vanessa;Clara;Maurine;Hanoi;Timor-Leste
1988-01-01;Kittie;Ophelia;Krystle;Tabriz;Angola
1990-03-19;Vanessa;Gianna;Lane;Nashville;Guadeloupe
1985-11-19;Evaleen;Arabella;Chem;Chuí;Singapore
1999-11-11;Gale;Aurelia;Skell;Bandar Seri Begawan;Nauru
1994-03-10;Althea;Andie;Nadia;Nukuʻalofa;Saint Lucia
1993-06-04;Rozele;Arely;Gerge;Nassau;Tonga
1987-06-16;Zia;Remi;Briney;Port Elizabeth;Antigua and Barbuda
1991-07-09;Romona;Tallulah;Voletta;Dakar;Kyrgyzstan
1999-07-02;Blake;Aylani;Olympium;Casablanca;Austria
1991-08-08;Doralynne;Parker;Turne;Jinan;Mongolia
1997-02-04;Gabi;Inaya;Havens;Manzini;Mongolia
1986-10-23;Mildrid;Millie;Dorcy;Tripoli;Argentina
1995-02-13;Marcelline;Arely;Munn;Manaus;French Polynesia
1989-09-21;Dode;Remi;Zeeba;Stockholm;Peru
1993-11-19;Antonietta;Parker;Saree;Invercargill;Turks and Caicos Islands
1997-01-11;Perry;Miller;Tillford;Ponta Delgada;South Georgia and the South Sandwich Islands
1994-03-21;Sashenka;Aurelia;Yate;Nouméa;Russian Federation
1992-09-03;Modestia;Azari;Pip;Cotonou;Saudi Arabia
1987-02-24;Annabela;Ailany;Timon;Antananarivo;Taiwan, Province of China
1986-02-09;Ezmeralda;Elowyn;Sheng;Incheon;Argentina
1992-01-19;Alex;Avani;Cookie;Frankfurt;Jersey
1988-03-13;Robinia;Avani;Telfer;Miami;Guadeloupe
1998-05-03;Marcy;Miley;Abbot;Rosario;Panama
1993-01-25;Claudina;Blessing;Waldron;Concepción;Liechtenstein
1995-06-23;Eadie;River;Reinke;Kraków;Nauru
1996-07-17;Kerrin;Gianna;Fabiola;Mumbai;Jamaica
1985-08-10;Leia;Miley;Dielu;São Paulo;Egypt
1986-03-22;Elie;Miller;Stacy;Vladivostok;Syrian Arab Republic
1990-06-14;Gloria;Scottie;Hirsch;Tagbilaran;Papua New Guinea
1986-04-21;Dulce;Arely;Nerita;Jaipur;Paraguay
1985-11-22;Gloria;Imogen;Israeli;Las Palmas de Gran Canaria;Myanmar
1992-07-17;Grier;Ainara;Dash;Ashgabat;Belarus
1995-10-21;Donnie;Arely;Poll;Raleigh;"Korea, Democratic People""S Republic of"
1997-03-30;Willetta;Ivey;Docilla;Santiago de Cuba;Timor-Leste
1992-12-09;Renae;Millie;Lindemann;Gaziantep;Dominica
1996-03-26;Eve;Imogen;Nickola;Tabriz;Syrian Arab Republic
1985-12-06;Edee;Rowan;Orelee;Lhasa;Tajikistan
1994-02-13;Roxane;River;Faso;Ilhéus;Solomon Islands
1992-10-29;Hollie;Gianna;Trey;Tbilisi;Tanzania, United Republic of
1999-09-23;Lorne;Rylee;Ursulette;Asmara;Nepal
1985-02-20;Sue;Arabella;Christine;Chengdu;Tonga
1995-06-07;Basia;Kai;Nea;Daegu;Netherlands Antilles
1990-07-17;Libbie;Lakelynn;Tannie;Nairobi;Kiribati
1993-11-30;Selma;Zaya;Iiette;Alor Star;Georgia
1997-06-21;Frances;Kaeli;Nikaniki;Faisalabad;South Georgia and the South Sandwich Islands
1986-11-07;Kary;Ivey;Dash;Birmingham;Vanuatu
1999-07-03;Petronia;Inaya;Malina;Campo Grande;Svalbard and Jan Mayen
1999-05-19;Katuscha;Millie;Wareing;Davao City;Jordan
1990-08-30;Nicoli;Kaeli;Astra;New York City;Lesotho
1991-09-11;Hallie;Arabella;Cristi;Vienna;Saint Kitts and Nevis
1992-08-15;Genovera;Rowan;Sabella;Bamako;Kuwait
1993-11-07;Kara-Lynn;Miley;Eachern;Maracaibo;Pakistan
1996-06-05;Dania;Emryn;Orpah;Charlotte;AndorrA
1989-09-30;Robinia;Hayden;Llovera;Liverpool;Palau
1991-04-05;Brooks;Hayden;Damarra;Adelaide;Vanuatu
1985-05-06;Lenna;Noelle;Land;Taiyuan;Czech Republic
1994-01-13;Tera;Lakelynn;Gemini;Kabul;Cambodia
1996-09-27;Desirae;Azari;MacIntosh;Banda Aceh;Belize
1987-09-27;Jenda;Zaya;Sekofski;Campinas;Burundi
1996-07-18;Vevay;Daphne;Center;Paramaribo;Gambia
1988-12-15;Regina;Aleyna;Odysseus;Belize City;Christmas Island
1999-10-18;Katleen;Aria;Orlene;El Aaiún;Belize
1985-05-06;Ulrike;Miley;Mehalek;Helsinki;Czech Republic
